District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),11024
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),2554
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,2109
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),723
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,9633
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1843
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),12705
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),2311
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,2203
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),378
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,17468
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),800
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),8146
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),1672
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,937
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),313
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,6589
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1402
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),7627
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),4527
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,1659
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),395
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,13486
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1127
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),10938
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),6874
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,ANC Checkup,2769
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,PNC Serice (Persons),638
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,17565
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1451
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),11189
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),2821
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,ANC Checkup,9036
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,PNC Serice (Persons),882
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,18157
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1635
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),14658
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),3844
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,ANC Checkup,8763
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,PNC Serice (Persons),1170
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,31427
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1730
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),20059
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),3823
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,4220
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),839
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,18597
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),2175
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),9283
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),1990
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,3104
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),494
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,29294
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),906
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),7411
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),2852
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,ANC Checkup,2019
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,PNC Serice (Persons),779
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,11222
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),148
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),717
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),252
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,ANC Checkup,281
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,PNC Serice (Persons),87
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,1061
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1086
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),7592
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),1007
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,ANC Checkup,2066
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,PNC Serice (Persons),907
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,9470
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),609
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),6097
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),405
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,ANC Checkup,832
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,PNC Serice (Persons),258
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,4168
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),279
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),2481
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),242
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,ANC Checkup,459
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,PNC Serice (Persons),229
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,1870
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,PHC-ORC Conduction (Times),308
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Primary Treatment (Persons),6165
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Depo Service Provide (Persons),616
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,ANC Checkup,596
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,PNC Serice (Persons),233
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Growth Monitoring <5 yrs,3272
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),494
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Primary Treatment (Persons),7617
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),855
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,ANC Checkup,1001
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,PNC Serice (Persons),321
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,10976
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),981
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Primary Treatment (Persons),13774
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),654
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,ANC Checkup,1488
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,PNC Serice (Persons),744
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,8195
Achham,Seti,Hill,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),2229
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Primary Treatment (Persons),24674
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),894
Achham,Seti,Hill,Far-Western,2068/69,2011/12,ANC Checkup,3166
Achham,Seti,Hill,Far-Western,2068/69,2011/12,PNC Serice (Persons),1492
Achham,Seti,Hill,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,39316
Doti,Seti,Hill,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),2070
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Primary Treatment (Persons),16959
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),1876
Doti,Seti,Hill,Far-Western,2068/69,2011/12,ANC Checkup,3021
Doti,Seti,Hill,Far-Western,2068/69,2011/12,PNC Serice (Persons),1119
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,41979
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),2083
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Primary Treatment (Persons),15971
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),8689
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,ANC Checkup,8196
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,PNC Serice (Persons),1688
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,46277
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),994
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Primary Treatment (Persons),7288
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),1886
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,ANC Checkup,2419
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,PNC Serice (Persons),258
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,12061
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),773
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Primary Treatment (Persons),10945
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),887
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,ANC Checkup,2911
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,PNC Serice (Persons),1946
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,32211
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),2544
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Primary Treatment (Persons),20029
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),1356
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,ANC Checkup,3089
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,PNC Serice (Persons),763
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,31850
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,PHC-ORC Conduction (Times),1613
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Primary Treatment (Persons),11584
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Depo Service Provide (Persons),1074
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,ANC Checkup,3294
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,PNC Serice (Persons),950
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Growth Monitoring <5 yrs,28872
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1906
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Primary Treatment (Persons),16580
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Depo Service Provide (Persons),3102
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,ANC Checkup,1918
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,PNC Serice (Persons),1232
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,13594
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1637
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),13798
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),6884
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,ANC Checkup,2317
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),644
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,10530
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),2168
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),20399
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),11954
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,ANC Checkup,3167
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),1622
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,18850
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1727
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Primary Treatment (Persons),18717
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Depo Service Provide (Persons),6800
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,ANC Checkup,6364
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,PNC Serice (Persons),3522
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,28094
Morang,Kosi,Terai,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),2930
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Primary Treatment (Persons),33118
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Depo Service Provide (Persons),12459
Morang,Kosi,Terai,Eastern,2069/70,2012/13,ANC Checkup,11019
Morang,Kosi,Terai,Eastern,2069/70,2012/13,PNC Serice (Persons),2807
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,49710
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1715
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Primary Treatment (Persons),10340
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Depo Service Provide (Persons),4749
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,ANC Checkup,8747
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,PNC Serice (Persons),789
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,9788
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1140
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),9587
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),3067
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,ANC Checkup,1178
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),588
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,7041
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),710
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),4932
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),899
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,ANC Checkup,443
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),189
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,3914
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1102
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Primary Treatment (Persons),6064
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Depo Service Provide (Persons),2705
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,ANC Checkup,900
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,PNC Serice (Persons),274
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,8038
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),2262
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),13635
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),3618
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,ANC Checkup,1069
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),655
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,11924
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),743
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Primary Treatment (Persons),6361
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Depo Service Provide (Persons),1086
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,ANC Checkup,458
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,PNC Serice (Persons),249
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,4052
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1745
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),15220
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),2648
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,ANC Checkup,847
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),301
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,6824
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),2108
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),13923
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),1785
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,ANC Checkup,1773
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),1096
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,11001
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),1612
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Primary Treatment (Persons),20755
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Depo Service Provide (Persons),3794
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,ANC Checkup,2830
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,PNC Serice (Persons),836
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,14782
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),4556
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Primary Treatment (Persons),20716
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Depo Service Provide (Persons),7072
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,ANC Checkup,18422
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,PNC Serice (Persons),3674
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,35165
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,PHC-ORC Conduction (Times),2985
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Primary Treatment (Persons),16629
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Depo Service Provide (Persons),3334
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,ANC Checkup,8081
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,PNC Serice (Persons),1866
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Growth Monitoring <5 yrs,28275
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),3449
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),26754
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),2219
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,ANC Checkup,15932
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,PNC Serice (Persons),4447
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,27163
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),5466
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),25790
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),12953
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,ANC Checkup,27060
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,PNC Serice (Persons),7295
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,61745
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),2342
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),21860
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),1985
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,ANC Checkup,6416
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,PNC Serice (Persons),2748
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,22829
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),1458
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),15526
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),4159
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,ANC Checkup,1958
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,PNC Serice (Persons),637
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,6556
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),1526
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),9499
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),4244
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,ANC Checkup,1305
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,PNC Serice (Persons),176
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,7683
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PHC-ORC Conduction (Times),2657
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Primary Treatment (Persons),12931
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Depo Service Provide (Persons),3831
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,ANC Checkup,1842
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,PNC Serice (Persons),730
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Growth Monitoring <5 yrs,5315
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PHC-ORC Conduction (Times),2122
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Primary Treatment (Persons),15474
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Depo Service Provide (Persons),11578
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,ANC Checkup,2010
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,PNC Serice (Persons),836
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Growth Monitoring <5 yrs,9049
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),3558
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),32715
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),10479
Kavre,Bagmati,Hill,Central,2069/70,2012/13,ANC Checkup,2863
Kavre,Bagmati,Hill,Central,2069/70,2012/13,PNC Serice (Persons),661
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,27823
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,ANC Checkup,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,PNC Serice (Persons),0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),610
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),6476
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),1262
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,ANC Checkup,193
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,PNC Serice (Persons),70
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,1321
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),1588
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),17481
