District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Value
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,2
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,2
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,1
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,1
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,1
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,1
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,2
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,2
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,1
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,3
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,1
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,3
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,1
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,1
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,6
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,6
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,1
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,3
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,3
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.3,5 Years & Above,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.4,Total,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.5,Total,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported,Under 5 Years,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.1,Under 5 Years,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.2,5 Years & Above,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.3,5 Years & Above,Male,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.4,Total,Female,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Imported.5,Total,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous,Under 5 Years,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.1,Under 5 Years,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.2,5 Years & Above,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.3,5 Years & Above,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.4,Total,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Indigenous.5,Total,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported,Under 5 Years,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.1,Under 5 Years,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.2,5 Years & Above,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.3,5 Years & Above,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.4,Total,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PF Imported.5,Total,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous,Under 5 Years,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.1,Under 5 Years,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,PM Indigenous.2,5 Years & Above,Female,0
