District,zone,belt,region,Year BS,Year AD,Visit,Age group,Number of women,Zone,Belt,Region
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,First Visit,> or equal 20 Years,4630,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Fourth Visit,Four Time Visits,2274,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,First Visit,< 20 Year,1033,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,First Visit,> or equal 20 Years,5614,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Fourth Visit,Four Time Visits,3154,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,First Visit,< 20 Year,569,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,First Visit,> or equal 20 Years,2716,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Fourth Visit,Four Time Visits,2141,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,First Visit,< 20 Year,745,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,2189,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,1763,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,955,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,3315,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,2042,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,1155,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,3913,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,3527,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,First Visit,< 20 Year,7015,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,19984,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,12997,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,First Visit,< 20 Year,7319,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,21573,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,12982,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,First Visit,< 20 Year,3408,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,16785,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,8817,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,694,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,2680,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,2262,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,530,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,1547,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,1091,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,First Visit,< 20 Year,941,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,2294,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,1589,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,774,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,2256,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,1379,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,First Visit,< 20 Year,590,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,1809,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,1453,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,686,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,1832,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,1660,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,1152,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,3550,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,2809,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,First Visit,< 20 Year,1461,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,4844,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,3598,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,First Visit,< 20 Year,1891,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,14811,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,11463,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,First Visit,< 20 Year,3098,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,First Visit,> or equal 20 Years,13949,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Four  Visits,Four Time Visits,9690,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,3766,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,10713,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,6897,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,3259,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,15051,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,12173,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,4763,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,14165,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,8886,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,1090,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,2969,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,1922,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,754,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,2410,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,2280,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,First Visit,< 20 Year,920,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,First Visit,> or equal 20 Years,2821,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Four  Visits,Four Time Visits,2313,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,First Visit,< 20 Year,1076,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,First Visit,> or equal 20 Years,3341,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Four  Visits,Four Time Visits,2200,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,1810,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,7230,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,5192,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,13993,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,10817,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,427,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,2888,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,1687,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,8268,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,38011,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,26767,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,1051,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,3190,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,1846,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,First Visit,< 20 Year,207,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,First Visit,> or equal 20 Years,683,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Four  Visits,Four Time Visits,569,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,1900,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,5054,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,4878,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,First Visit,< 20 Year,1783,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,First Visit,> or equal 20 Years,5438,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2069/70,2012/13,Four  Visits,Four Time Visits,3427,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,6644,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,22102,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,15459,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,3613,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,12044,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,8130,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,12597,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,7000,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,First Visit,< 20 Year,3956,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,First Visit,> or equal 20 Years,14938,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2069/70,2012/13,Four  Visits,Four Time Visits,8718,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,1307,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,4374,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,2705,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,1128,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,3677,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,3837,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,2448,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,4174,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,3634,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,1284,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,4327,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,4173,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,3386,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,13645,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,9742,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,First Visit,< 20 Year,13,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,First Visit,> or equal 20 Years,49,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Four  Visits,Four Time Visits,19,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,First Visit,< 20 Year,23,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,First Visit,> or equal 20 Years,111,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Four  Visits,Four Time Visits,76,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,563,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,1449,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,1500,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,776,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,1899,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,2052,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,1431,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,4570,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,4221,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,1558,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,4627,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,4699,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,2092,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,6640,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,3522,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,First Visit,< 20 Year,2871,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,First Visit,> or equal 20 Years,11319,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Four  Visits,Four Time Visits,9544,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,First Visit,< 20 Year,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,First Visit,> or equal 20 Years,26434,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Four  Visits,Four Time Visits,16626,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,First Visit,< 20 Year,1688,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,First Visit,> or equal 20 Years,12183,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2069/70,2012/13,Four  Visits,Four Time Visits,8480,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,First Visit,< 20 Year,835,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,First Visit,> or equal 20 Years,2639,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Four  Visits,Four Time Visits,1986,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,1332,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,2828,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,2434,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,1101,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,2147,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,2203,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,2328,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,3980,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,2325,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,1937,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,3241,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,2406,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,4171,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,7702,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,6991,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,2830,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,9891,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,6584,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,2320,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,6199,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,5809,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,3424,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,6625,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,6101,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,1734,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,4272,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,4016,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,1299,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,2634,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,1641,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,353,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,444,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,292,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,1126,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,1844,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,1570,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,717,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,2333,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,1067,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,504,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,1145,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,578,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,< 20 Year,478,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,First Visit,> or equal 20 Years,1350,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Four  Visits,Four Time Visits,882,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,First Visit,< 20 Year,650,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,2172,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,1166,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,First Visit,< 20 Year,1112,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,3863,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,2323,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,First Visit,< 20 Year,1499,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,5765,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,3839,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,First Visit,< 20 Year,1175,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,4454,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,3094,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,First Visit,< 20 Year,3656,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,13247,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,9246,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,First Visit,< 20 Year,1877,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,6719,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,6038,Mahakali,Terai,Far-Western
